id,state,year,congress,district
va.special.uscongress.13.1800,VA,1800,7,13
va.congress.2.1823,VA,1823,18,2
va.congress.18.1823,VA,1823,18,18
va.congress.3.1823,VA,1823,18,3
va.congress.17.1823,VA,1823,18,17
va.congress.15.1823,VA,1823,18,15
va.congress.8.1823,VA,1823,18,8
va.congress.11.1823,VA,1823,18,11
va.congress.16.1823,VA,1823,18,16
va.congress.22.1823,VA,1823,18,22
va.congress.10.1823,VA,1823,18,10
va.congress.19.1823,VA,1823,18,19
va.congress.14.1823,VA,1823,18,14
va.congress.6.1823,VA,1823,18,6
va.congress.13.1823,VA,1823,18,13
va.congress.1.1823,VA,1823,18,1
va.congress.4.1823,VA,1823,18,4
va.congress.12.1823,VA,1823,18,12
va.congress.9.1823,VA,1823,18,9
va.congress.5.1823,VA,1823,18,5
va.congress.20.1823,VA,1823,18,20
va.congress.21.1823,VA,1823,18,21
va.congress.7.1823,VA,1823,18,7
va.uscongress.21.1817,VA,1817,15,21
va.uscongress.9.1817,VA,1817,15,9
va.uscongress.19.1817,VA,1817,15,19
va.uscongress.14.1817,VA,1817,15,14
va.uscongress.1.1817,VA,1817,15,1
va.uscongress.20.1817,VA,1817,15,20
va.uscongress.6.1817,VA,1817,15,6
va.uscongress.22.1817,VA,1817,15,22
va.uscongress.15.1817,VA,1817,15,15
va.uscongress.4.1817,VA,1817,15,4
va.uscongress.12.1817,VA,1817,15,12
va.uscongress.2.1817,VA,1817,15,2
va.uscongress.5.1817,VA,1817,15,5
va.uscongress.11.1817,VA,1817,15,11
va.uscongress.17.1817,VA,1817,15,17
va.uscongress.13.1817,VA,1817,15,13
va.uscongress.8.1817,VA,1817,15,8
va.uscongress.16.1817,VA,1817,15,16
va.uscongress.18.1817,VA,1817,15,18
va.uscongress.10.1817,VA,1817,15,10
va.uscongress.7.1817,VA,1817,15,7
va.uscongress.23.1817,VA,1817,15,23
va.uscongress.3.1817,VA,1817,15,3
va.uscongress.3.1795,VA,1795,4,3
va.uscongress.10.1795,VA,1795,4,10
va.uscongress.18.1795,VA,1795,4,18
va.uscongress.8.1795,VA,1795,4,8
va.uscongress.16.1795,VA,1795,4,16
va.uscongress.2.1795,VA,1795,4,2
va.uscongress.4.1795,VA,1795,4,4
va.uscongress.14.1795,VA,1795,4,14
va.uscongress.19.1795,VA,1795,4,19
va.uscongress.5.1795,VA,1795,4,5
va.uscongress.7.1795,VA,1795,4,7
va.uscongress.9.1795,VA,1795,4,9
va.uscongress.15.1795,VA,1795,4,15
va.uscongress.13.1795,VA,1795,4,13
va.uscongress.6.1795,VA,1795,4,6
va.uscongress.11.1795,VA,1795,4,11
va.uscongress.1.1795,VA,1795,4,1
va.uscongress.12.1795,VA,1795,4,12
va.uscongress.17.1795,VA,1795,4,17
va.uscongress.16.1813,VA,1813,13,16
va.uscongress.4.1813,VA,1813,13,4
va.uscongress.13.1813,VA,1813,13,13
va.uscongress.17.1813,VA,1813,13,17
va.uscongress.6.1813,VA,1813,13,6
va.uscongress.12.1813,VA,1813,13,12
va.uscongress.23.1813,VA,1813,13,23
va.uscongress.20.1813,VA,1813,13,20
va.uscongress.15.1813,VA,1813,13,15
va.uscongress.9.1813,VA,1813,13,9
va.uscongress.5.1813,VA,1813,13,5
va.uscongress.8.1813,VA,1813,13,8
va.uscongress.1.1813,VA,1813,13,1
va.uscongress.7.1813,VA,1813,13,7
va.uscongress.21.1813,VA,1813,13,21
va.uscongress.14.1813,VA,1813,13,14
va.uscongress.2.1813,VA,1813,13,2
va.uscongress.3.1813,VA,1813,13,3
va.uscongress.11.1813,VA,1813,13,11
va.uscongress.19.1813,VA,1813,13,19
va.uscongress.18.1813,VA,1813,13,18
va.uscongress.10.1813,VA,1813,13,10
va.uscongress.22.1813,VA,1813,13,22
va.uscongress.16.1807,VA,1807,10,16
va.uscongress.21.1807,VA,1807,10,21
va.uscongress.7.1807,VA,1807,10,7
va.uscongress.18.1807,VA,1807,10,18
va.uscongress.8.1807,VA,1807,10,8
va.uscongress.13.1807,VA,1807,10,13
va.uscongress.6.1807,VA,1807,10,6
va.uscongress.12.1807,VA,1807,10,12
va.uscongress.22.1807,VA,1807,10,22
va.uscongress.11.1807,VA,1807,10,11
va.uscongress.4.1807,VA,1807,10,4
va.uscongress.14.1807,VA,1807,10,14
va.uscongress.19.1807,VA,1807,10,19
va.uscongress.10.1807,VA,1807,10,10
va.uscongress.15.1807,VA,1807,10,15
va.uscongress.1.1807,VA,1807,10,1
va.uscongress.2.1807,VA,1807,10,2
va.uscongress.3.1807,VA,1807,10,3
va.uscongress.9.1807,VA,1807,10,9
va.uscongress.20.1807,VA,1807,10,20
va.uscongress.17.1807,VA,1807,10,17
va.uscongress.5.1807,VA,1807,10,5
va.uscongress.6.1793,VA,1793,3,6
va.uscongress.19.1793,VA,1793,3,19
va.uscongress.11.1793,VA,1793,3,11
va.uscongress.17.1793,VA,1793,3,17
va.uscongress.8.1793,VA,1793,3,8
va.uscongress.13.1793,VA,1793,3,13
va.uscongress.18.1793,VA,1793,3,18
va.uscongress.4.1793,VA,1793,3,4
va.uscongress.5.1793,VA,1793,3,5
va.uscongress.1793,VA,1793,3,1793
va.uscongress.15.1793,VA,1793,3,15
va.uscongress.16.1793,VA,1793,3,16
va.uscongress.12.1793,VA,1793,3,12
va.uscongress.2.1793,VA,1793,3,2
va.uscongress.7.1793,VA,1793,3,7
va.uscongress.14.1793,VA,1793,3,14
va.uscongress.10.1793,VA,1793,3,10
va.uscongress.3.1793,VA,1793,3,3
va.uscongress.9.1793,VA,1793,3,9
va.special.uscongress.1.1820,VA,1820,17,1
va.special.uscongress.17.1820,VA,1820,17,17
va.special.uscongress.10.1820,VA,1820,17,10
va.special.uscongress.20.1820,VA,1820,17,20
va.uscongress.5.1801,VA,1801,7,5
va.uscongress.6.1801,VA,1801,7,6
va.uscongress.10.1801,VA,1801,7,10
va.uscongress.13.1801,VA,1801,7,13
va.uscongress.9.1801,VA,1801,7,9
va.uscongress.12.1801,VA,1801,7,12
va.uscongress.15.1801,VA,1801,7,15
va.uscongress.11.1801,VA,1801,7,11
va.uscongress.17.1801,VA,1801,7,17
va.uscongress.1.1801,VA,1801,7,1
va.uscongress.19.1801,VA,1801,7,19
va.uscongress.16.1801,VA,1801,7,16
va.uscongress.2.1801,VA,1801,7,2
va.uscongress.7.1801,VA,1801,7,7
va.uscongress.3.1801,VA,1801,7,3
va.uscongress.8.1801,VA,1801,7,8
va.uscongress.4.1801,VA,1801,7,4
va.uscongress.18.1801,VA,1801,7,18
va.uscongress.14.1801,VA,1801,7,14
va.uscongress.20.1821,VA,1821,17,20
va.uscongress.1.1821,VA,1821,17,1
va.uscongress.4.1821,VA,1821,17,4
va.uscongress.5.1821,VA,1821,17,5
va.uscongress.10.1821,VA,1821,17,10
va.uscongress.15.1821,VA,1821,17,15
va.uscongress.7.1821,VA,1821,17,7
va.uscongress.18.1821,VA,1821,17,18
va.uscongress.11.1821,VA,1821,17,11
va.uscongress.23.1821,VA,1821,17,23
va.uscongress.6.1821,VA,1821,17,6
va.uscongress.17.1821,VA,1821,17,17
va.uscongress.2.1821,VA,1821,17,2
va.uscongress.12.1821,VA,1821,17,12
va.uscongress.21.1821,VA,1821,17,21
va.uscongress.16.1821,VA,1821,17,16
va.uscongress.14.1821,VA,1821,17,14
va.uscongress.13.1821,VA,1821,17,13
va.uscongress.22.1821,VA,1821,17,22
va.uscongress.19.1821,VA,1821,17,19
va.uscongress.8.1821,VA,1821,17,8
va.uscongress.3.1821,VA,1821,17,3
va.uscongress.9.1821,VA,1821,17,9
va.uscongress.13.special.1806,VA,1806,10,13
va.uscongress.13.1815,VA,1815,14,13
va.uscongress.19.1815,VA,1815,14,19
va.uscongress.7.1815,VA,1815,14,7
va.uscongress.8.1815,VA,1815,14,8
va.uscongress.9.1815,VA,1815,14,9
va.uscongress.15.special.1815,VA,1815,14,15
va.uscongress.20.1815,VA,1815,14,20
va.uscongress.15.1815,VA,1815,14,15
va.uscongress.2.1815,VA,1815,14,2
va.uscongress.4.1815,VA,1815,14,4
va.uscongress.16.1815,VA,1815,14,16
va.uscongress.1.1815,VA,1815,14,1
va.uscongress.14.1815,VA,1815,14,14
va.uscongress.23.1815,VA,1815,14,23
va.uscongress.22.1815,VA,1815,14,22
va.uscongress.21.1815,VA,1815,14,21
va.uscongress.11.1815,VA,1815,14,11
va.uscongress.3.1815,VA,1815,14,3
va.uscongress.6.1815,VA,1815,14,6
va.uscongress.18.1815,VA,1815,14,18
va.uscongress.5.1815,VA,1815,14,5
va.uscongress.10.1815,VA,1815,14,10
va.uscongress.12.1815,VA,1815,14,12
va.uscongress.17.1815,VA,1815,14,17
va.uscongress.2.special.1822,VA,1822,18,2
va.uscongress.19.1797,VA,1797,5,19
va.uscongress.14.1797,VA,1797,5,14
va.uscongress.6.1797,VA,1797,5,6
va.uscongress.5.1797,VA,1797,5,5
va.uscongress.12.1797,VA,1797,5,12
va.uscongress.11.1797,VA,1797,5,11
va.uscongress.4.1797,VA,1797,5,4
va.uscongress.8.1797,VA,1797,5,8
va.uscongress.15.1797,VA,1797,5,15
va.uscongress.13.1797,VA,1797,5,13
va.uscongress.7.1797,VA,1797,5,7
va.uscongress.9.1797,VA,1797,5,9
va.uscongress.16.1797,VA,1797,5,16
va.uscongress.3.1797,VA,1797,5,3
va.uscongress.1.1797,VA,1797,5,1
va.uscongress.17.1797,VA,1797,5,17
va.uscongress.18.1797,VA,1797,5,18
va.uscongress.2.1797,VA,1797,5,2
va.uscongress.10.1797,VA,1797,5,10
va.uscongress.9.special.1798,VA,1798,6,9
va.uscongress.4.1789,VA,1789,1,4
va.uscongress.5.1789,VA,1789,1,5
va.uscongress.2.1789,VA,1789,1,2
va.uscongress.3.1789,VA,1789,1,3
va.uscongress.7.1789,VA,1789,1,7
va.uscongress.6.1789,VA,1789,1,6
va.uscongress.9.1789,VA,1789,1,9
va.uscongress.1.1789,VA,1789,1,1
va.uscongress.8.1789,VA,1789,1,8
va.uscongress.10.1789,VA,1789,1,10
va.uscongress.23.special.1816,VA,1816,15,23
va.special.uscongress.18.1816,VA,1816,15,18
va.special.uscongress.13.1824,VA,1824,19,13
va.uscongress.2.1790,VA,1790,2,2
va.uscongress.7.1790,VA,1790,2,7
va.uscongress.3.1790,VA,1790,2,3
va.uscongress.6.1790,VA,1790,2,6
va.uscongress.8.1790,VA,1790,2,8
va.uscongress.10.1790,VA,1790,2,10
va.uscongress.9.1790,VA,1790,2,9
va.uscongress.5.1790,VA,1790,2,5
va.uscongress.4.1790,VA,1790,2,4
va.uscongress.1.1790,VA,1790,2,1
va.special.uscongress.9.1790,VA,1790,2,9
va.uscongress.22.1803,VA,1803,8,22
va.uscongress.14.1803,VA,1803,8,14
va.uscongress.9.1803,VA,1803,8,9
va.uscongress.13.1803,VA,1803,8,13
va.uscongress.4.1803,VA,1803,8,4
va.uscongress.17.1803,VA,1803,8,17
va.uscongress.18.1803,VA,1803,8,18
va.uscongress.11.1803,VA,1803,8,11
va.uscongress.20.1803,VA,1803,8,20
va.uscongress.15.1803,VA,1803,8,15
va.uscongress.2.1803,VA,1803,8,2
va.uscongress.19.1803,VA,1803,8,19
va.uscongress.3.1803,VA,1803,8,3
va.uscongress.10.1803,VA,1803,8,10
va.uscongress.16.1803,VA,1803,8,16
va.uscongress.5.1803,VA,1803,8,5
va.uscongress.6.1803,VA,1803,8,6
va.uscongress.1.1803,VA,1803,8,1
va.uscongress.21.1803,VA,1803,8,21
va.uscongress.12.1803,VA,1803,8,12
va.uscongress.8.1803,VA,1803,8,8
va.uscongress.7.1803,VA,1803,8,7
va.congress.3.1825,VA,1825,19,3
va.congress.18.1825,VA,1825,19,18
va.congress.5.1825,VA,1825,19,5
va.congress.15.1825,VA,1825,19,15
va.congress.9.1825,VA,1825,19,9
va.congress.6.1825,VA,1825,19,6
va.congress.17.1825,VA,1825,19,17
va.congress.10.1825,VA,1825,19,10
va.congress.2.1825,VA,1825,19,2
va.congress.19.1825,VA,1825,19,19
va.congress.8.1825,VA,1825,19,8
va.congress.22.1825,VA,1825,19,22
va.congress.21.1825,VA,1825,19,21
va.congress.11.1825,VA,1825,19,11
va.congress.14.1825,VA,1825,19,14
va.congress.7.1825,VA,1825,19,7
va.congress.1.1825,VA,1825,19,1
va.congress.20.1825,VA,1825,19,20
va.congress.12.1825,VA,1825,19,12
va.congress.13.1825,VA,1825,19,13
va.congress.16.1825,VA,1825,19,16
va.congress.4.1825,VA,1825,19,4
va.uscongress.19.1809,VA,1809,11,19
va.uscongress.10.1809,VA,1809,11,10
va.uscongress.2.1809,VA,1809,11,2
va.uscongress.21.1809,VA,1809,11,21
va.uscongress.20.1809,VA,1809,11,20
va.uscongress.8.1809,VA,1809,11,8
va.uscongress.22.1809,VA,1809,11,22
va.uscongress.15.1809,VA,1809,11,15
va.uscongress.4.1809,VA,1809,11,4
va.uscongress.12.1809,VA,1809,11,12
va.uscongress.16.1809,VA,1809,11,16
va.uscongress.7.1809,VA,1809,11,7
va.uscongress.6.1809,VA,1809,11,6
va.uscongress.13.1809,VA,1809,11,13
va.uscongress.18.1809,VA,1809,11,18
va.uscongress.3.1809,VA,1809,11,3
va.uscongress.14.1809,VA,1809,11,14
va.uscongress.11.1809,VA,1809,11,11
va.uscongress.17.1809,VA,1809,11,17
va.uscongress.21.special.1809,VA,1809,11,21
va.uscongress.1.1809,VA,1809,11,1
va.uscongress.5.1809,VA,1809,11,5
va.uscongress.9.1809,VA,1809,11,9
va.uscongress.1.special.1810,VA,1810,12,1
va.congress.5.special.1826,VA,1826,NA,5
va.uscongress.11.special.1814,VA,1814,14,11
va.uscongress.19.1811,VA,1811,12,19
va.uscongress.16.1811,VA,1811,12,16
va.uscongress.8.1811,VA,1811,12,8
va.uscongress.13.1811,VA,1811,12,13
va.uscongress.1.1811,VA,1811,12,1
va.uscongress.15.1811,VA,1811,12,15
va.uscongress.22.1811,VA,1811,12,22
va.uscongress.6.1811,VA,1811,12,6
va.uscongress.7.1811,VA,1811,12,7
va.uscongress.3.1811,VA,1811,12,3
va.uscongress.21.1811,VA,1811,12,21
va.uscongress.14.1811,VA,1811,12,14
va.uscongress.11.1811,VA,1811,12,11
va.uscongress.17.1811,VA,1811,12,17
va.uscongress.4.1811,VA,1811,12,4
va.uscongress.5.1811,VA,1811,12,5
va.uscongress.9.1811,VA,1811,12,9
va.uscongress.18.1811,VA,1811,12,18
va.uscongress.20.1811,VA,1811,12,20
va.uscongress.10.1811,VA,1811,12,10
va.uscongress.12.1811,VA,1811,12,12
va.uscongress.2.1811,VA,1811,12,2
va.special.uscongress.19.1818,VA,1818,16,19
va.uscongress.12.1819,VA,1819,16,12
va.uscongress.6.1819,VA,1819,16,6
va.uscongress.4.1819,VA,1819,16,4
va.uscongress.9.1819,VA,1819,16,9
va.uscongress.1.1819,VA,1819,16,1
va.uscongress.16.1819,VA,1819,16,16
va.uscongress.20.1819,VA,1819,16,20
va.uscongress.21.1819,VA,1819,16,21
va.uscongress.18.1819,VA,1819,16,18
va.uscongress.7.1819,VA,1819,16,7
va.uscongress.22.1819,VA,1819,16,22
va.uscongress.19.1819,VA,1819,16,19
va.uscongress.17.1819,VA,1819,16,17
va.uscongress.11.1819,VA,1819,16,11
va.uscongress.15.1819,VA,1819,16,15
va.uscongress.5.1819,VA,1819,16,5
va.uscongress.2.1819,VA,1819,16,2
va.uscongress.14.1819,VA,1819,16,14
va.uscongress.23.1819,VA,1819,16,23
va.uscongress.3.1819,VA,1819,16,3
va.uscongress.13.1819,VA,1819,16,13
va.uscongress.8.1819,VA,1819,16,8
va.uscongress.10.1819,VA,1819,16,10
va.uscongress.13.1805,VA,1805,9,13
va.uscongress.20.1805,VA,1805,9,20
va.uscongress.6.1805,VA,1805,9,6
va.uscongress.9.1805,VA,1805,9,9
va.uscongress.11.1805,VA,1805,9,11
va.uscongress.1.1805,VA,1805,9,1
va.uscongress.12.1805,VA,1805,9,12
va.uscongress.18.1805,VA,1805,9,18
va.uscongress.10.1805,VA,1805,9,10
va.uscongress.5.1805,VA,1805,9,5
va.uscongress.19.1805,VA,1805,9,19
va.uscongress.22.1805,VA,1805,9,22
va.uscongress.8.1805,VA,1805,9,8
va.uscongress.17.1805,VA,1805,9,17
va.uscongress.15.1805,VA,1805,9,15
va.uscongress.3.1805,VA,1805,9,3
va.uscongress.21.1805,VA,1805,9,21
va.uscongress.14.1805,VA,1805,9,14
va.uscongress.16.1805,VA,1805,9,16
va.uscongress.4.1805,VA,1805,9,4
va.uscongress.2.1805,VA,1805,9,2
va.uscongress.7.1805,VA,1805,9,7
va.uscongress.4.1799,VA,1799,6,4
va.uscongress.13.1799,VA,1799,6,13
va.uscongress.15.1799,VA,1799,6,15
va.uscongress.6.1799,VA,1799,6,6
va.uscongress.10.1799,VA,1799,6,10
va.uscongress.7.1799,VA,1799,6,7
va.uscongress.2.1799,VA,1799,6,2
va.uscongress.14.1799,VA,1799,6,14
va.uscongress.8.1799,VA,1799,6,8
va.uscongress.17.1799,VA,1799,6,17
va.uscongress.18.1799,VA,1799,6,18
va.uscongress.9.1799,VA,1799,6,9
va.uscongress.1.1799,VA,1799,6,1
va.uscongress.11.1799,VA,1799,6,11
va.uscongress.16.1799,VA,1799,6,16
va.uscongress.12.1799,VA,1799,6,12
va.uscongress.5.1799,VA,1799,6,5
va.uscongress.3.1799,VA,1799,6,3
va.uscongress.19.1799,VA,1799,6,19
va.uscongress.3.1792,VA,1792,3,3
